"REF_DATE","GEO","Persons.in.low.income","Low.income.lines","Statistics","UOM","SCALAR_FACTOR","VALUE","STATUS"
2010,"Prairie provinces","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.4,"C"
2010,"Prairie provinces","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.7,"D"
2010,"Prairie provinces","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.1,"C"
2010,"Prairie provinces","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",18.5,"C"
2010,"Prairie provinces","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",15.7,"D"
2010,"Prairie provinces","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",21.8,"D"
2010,"Prairie provinces","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",19,"D"
2010,"Prairie provinces","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",14.2,"E"
2010,"Prairie provinces","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",21.1,"D"
2010,"Prairie provinces","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",18.4,"D"
2010,"Prairie provinces","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",15.9,"D"
2010,"Prairie provinces","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",22.2,"D"
2010,"Manitoba","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",15.4,"C"
2010,"Manitoba","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",23.7,"D"
2010,"Manitoba","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.4,"C"
2010,"Manitoba","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",11.5,"D"
2010,"Manitoba","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",15.3,"C"
2010,"Manitoba","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",24.8,"D"
2010,"Manitoba","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.7,"D"
2010,"Manitoba","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",10.5,"E"
2010,"Manitoba","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",15.5,"C"
2010,"Manitoba","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",22.4,"D"
2010,"Manitoba","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.1,"D"
2010,"Manitoba","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",12.3,"E"
2010,"Manitoba","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.2,"C"
2010,"Manitoba","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.4,"D"
2010,"Manitoba","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13,"D"
2010,"Manitoba","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",4.8,"E"
2010,"Manitoba","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Manitoba","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Manitoba","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",23.7,"D"
2010,"Manitoba","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",16.6,"D"
2010,"Manitoba","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",64.3,"D"
2010,"Manitoba","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Manitoba","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.3,"D"
2010,"Manitoba","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.6,"D"
2010,"Manitoba","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.9,"D"
2010,"Manitoba","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.2,"D"
2010,"Manitoba","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.9,"D"
2010,"Manitoba","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.8,"E"
2010,"Manitoba","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.5,"E"
2010,"Manitoba","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.9,"E"
2010,"Manitoba","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",24.5,"E"
2010,"Manitoba","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.4,"D"
2010,"Manitoba","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.4,"E"
2010,"Manitoba","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",35.5,"E"
2010,"Saskatchewan","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",13,"C"
2010,"Saskatchewan","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.1,"D"
